sie się
wstawal wstawał
wyciete wycięte
zaglebiu zagłębiu
zakladka zakładka
zapraszajac zapraszając
zarzadcow zarządców
zawziecie zawzięcie
zebran zebrań
adeptow adeptów
dominujacy dominujący
doraznych doraźnych
grajaca grająca
moduly moduły
naduzywania nadużywania
odmowi odmówi
poradza poradzą
rachunkowosc rachunkowość
skwitowal skwitował
slupskiego słupskiego
sredniowiecznego średniowiecznego
tanczyl tańczył
ulokowac ulokować
wydalem wydałem
wyprzedzila wyprzedziła
wytlumaczenie wytłumaczenie
zwalil zwalił
zwycieska zwycięską
darowac darować
dzialem działem
dzielnice dzielnicę
gadzety gadżety
impulsow impulsów
lozkiem łóżkiem
nalezna należną
odkrywac odkrywać
odwolywal odwoływał
pochwala pochwała
poete poetę
przeznaczyla przeznaczyła
przyklada przykłada
rzedem rzędem
tabliczke tabliczkę
wolomina wołomina
zabezpieczajace zabezpieczające
zakrecie zakręcie
zamawiac zamawiać
zdolaja zdołają
zgloszonego zgłoszonego
zwycieskie zwycięskie
atrybutow atrybutów
awansowaly awansowały
brazowa brązowa
dokonalismy dokonaliśmy
menedzerem menedżerem
obejmujacym obejmującym
odwiedzajac odwiedzając
okreslano określano
porownan porównań
prezentacja prezentacją
preznie prężnie
przymknal przymknął
rejestrowac rejestrować
skutecznoscia skutecznością
socjalisci socjaliści
spozywcze spożywcze
surowa surową
weglowej węglowej
wstrzasnal wstrząsnął
wyrozniony wyróżniony
wznosil wznosił
zaniesc zanieść
zanosilo zanosiło
zasluzonego zasłużonego
zazdroszcze zazdroszczę
zostawie zostawię
zwroca zwrócą
aniolowie aniołowie
bilionow bilionów
dziesiatek dziesiątek
klauzula klauzulą
kosciolek kościółek
moglabys mogłabyś
piatkowej piątkowej
ponura ponurą
prasowa prasową
przeciwienstwem przeciwieństwem
przygotowuje przygotowuję
restauracje restaurację
rozumialem rozumiałem
rozwiazana rozwiązana
siadal siadał
sledcza śledczą
utrzymujac utrzymując
budze budzę
czolowi czołowi
dobiegal dobiegał
gestym gęstym
komentatorow komentatorów
odetchnac odetchnąć
orly orły
pokazow pokazów
powolali powołali
rewolucja rewolucją
spoleczenstwach społeczeństwach
terese teresę
weze węże
wskazowka wskazówka
wyroznione wyróżnione
wzbudzal wzbudzał
zabiora zabiorą
zawierajacym zawierającym
zdrowotna zdrowotną
zlamala złamała
kontrolerow kontrolerów
obudzilem obudziłem
odpowiadajaca odpowiadającą
otchlan otchłań
pierwotna pierwotną
plame plamę
polaczono połączono
prywatyzacja prywatyzacją
przejsciowym przejściowym
splywaja spływają
sciagaja ściągają
srodmiesciu śródmieściu
wejsciowych wejściowych
wylacznym wyłącznym
zglosza zgłoszą
afera aferą
dostepnego dostępnego
ewolucje ewolucję
kociol kocioł
najczestsze najczęstsze
nakazow nakazów
obnizyla obniżyła
opatrznosci opatrzności
przecial przeciął
rowerzysci rowerzyści
ukraine ukrainę
uprzedzil uprzedził
usilowania usiłowania
wodociagowej wodociągowej
wodzislawia wodzisławia
wpisywac wpisywać
wyrazanie wyrażanie
zmuszal zmuszał
bartlomieja bartłomieja
dyspozycje dyspozycję
kopalnie kopalnię
lazienka łazienka
lyzke łyżkę
nalozone nałożone
nazywalo nazywało
nowotworow nowotworów
osemka ósemka
porzadne porządne
przemyslowa przemysłowa
przeplywow przepływów
przepustke przepustkę
samotna samotną
schodzac schodząc
swiecily świeciły
usilowalem usiłowałem
wydzialem wydziałem
zaprosilismy zaprosiliśmy
zastapiony zastąpiony
zdenerwowal zdenerwował
dostarczal dostarczał
falszywa fałszywą
falszywej fałszywej
filarow filarów
hitlerowcow hitlerowców
imc imć
lzej lżej
lancuchu łańcuchu
magiczna magiczną
napredce naprędce
natychmiastowa natychmiastową
postepow postępów
potrzebowac potrzebować
przebywajac przebywając
przejeta przejęta
rywalizowaly rywalizowały
socjalistow socjalistów
spedzenia spędzenia
wykaze wykaże
zapadal zapadał
zechciala zechciała
zmienialo zmieniało
znikly znikły
dziewiecset dziewięćset
londynskim londyńskim
nikle nikłe
ogloszonego ogłoszonego
osadnikow osadników
otworza otworzą
patronow patronów
plynacej płynącej
podrozni podróżni
podwazyc podważyć
rozejrzec rozejrzeć
rozkladaja rozkładają
skladow składów
sklonila skłoniła
spadajace spadające
uwielbial uwielbiał
wydarzyl wydarzył
wyjezdzamy wyjeżdżamy
wykonywana wykonywaną
wystarczyl wystarczył
wyswietlic wyświetlić
zacheta zachęta
zrodlami źródłami
arbitrow arbitrów
demokratyczna demokratyczną
furtke furtkę
geby gęby
kieszen kieszeń
lecza leczą
mozliwej możliwej
obnizeniem obniżeniem
odeszly odeszły
piecdziesiata pięćdziesiątą
poslugiwali posługiwali
poswiecila poświęciła
silowni siłowni
syknal syknął
slepo ślepo
wiazaly wiązały
wrzesniowej wrześniowej
wspolczynnikow współczynników
wyloniony wyłoniony
zblizajac zbliżając
zblizajace zbliżające
dachow dachów
dzielami dziełami
gadal gadał
gorka górka
krytykuja krytykują
lapowek łapówek
obrac obrać
poczela poczęła
podowczas podówczas
pojetej pojętej
poslizg poślizg
powiesic powiesić
przeplywa przepływa
przypominajacym przypominającym
sasiadki sąsiadki
skladowisko składowisko
ssakow ssaków
ubierac ubierać
ubior ubiór
ucial uciął
umieral umierał
wlascicielki właścicielki
zatoczyl zatoczył
dolozy dołoży
dotkniecie dotknięcie
gonic gonić
konczacym kończącym
ksieciu księciu
ladowych lądowych
michalowi michałowi
niewlasciwym niewłaściwym
oburzyl oburzył
przeciwpozarowej przeciwpożarowej
przypominajacych przypominających
przyslala przysłała
pule pulę
rekawiczki rękawiczki
rozdawal rozdawał
tasma taśma
terazniejszosc teraźniejszość
utracic utracić
wroclawian wrocławian
wyszeptal wyszeptał
zakladano zakładano
zaliczke zaliczkę
zelaznym żelaznym
dzielilo dzieliło
gazeta gazetą
jednorazowa jednorazową
lasku łasku
naduzywanie nadużywanie
niezalezni niezależni
odwazny odważny
odwolan odwołań
ograniczajacych ograniczających
omawiajac omawiając
otrzymywala otrzymywała
pelnili pełnili
rozkazow rozkazów
slodka słodka
startowala startowała
szczesliwej szczęśliwej
uznaje uznaję
wande wandę
wedrowal wędrował
wreczyli wręczyli
wypelnionej wypełnionej
wywierac wywierać
zgubic zgubić
zieba zięba
biede biedę
bozeny bożeny
chlodnej chłodnej
glownemu głównemu
golymi gołymi
kontrolowal kontrolował
linkow linków
mieszkajacego mieszkającego
niebezpieczenstwem niebezpieczeństwem
obsluguja obsługują
operacja operacją
otworow otworów
panorame panoramę
pastwe pastwę
powodowaly powodowały
pozywienia pożywienia
przebiegalo przebiegało
przesuwac przesuwać
przykrosci przykrości
pytalam pytałam
refleksje refleksję
siatkowce siatkówce
wspomniala wspomniała
wyegzekwowac wyegzekwować
zaspiewala zaśpiewała
zepsul zepsuł
agnieszka agnieszką
dziob dziób
gdanskie gdańskie
glebszej głębszej
informacyjna informacyjną
intelektualna intelektualną
obserwowala obserwowała
ojczyzna ojczyzną
opublikowac opublikować
piosenka piosenką
pomyslnosc pomyślność
pozbyl pozbył
prosciej prościej
przydadza przydadzą
ryczaltu ryczałtu
tesknote tęsknotę
urzadzeniu urządzeniu
utrzymala utrzymała
uzyteczne użyteczne
wyksztalcony wykształcony
wyludzenie wyłudzenie
wyrazily wyraziły
wyrazane wyrażane
wywolawcza wywoławcza
zapraszac zapraszać
zgadzal zgadzał
dominowac dominować
glowki główki
kielbasa kiełbasa
koscielnym kościelnym
kuczynski kuczyński
manipulowac manipulować
obdarzyl obdarzył
obszerna obszerną
polek półek
przemyslem przemysłem
przerazeni przerażeni
rysowac rysować
tatrzanskiej tatrzańskiej
tendencja tendencją
walic walić
wchodzacy wchodzący
wspierajac wspierając
wyroznien wyróżnień
zaskakujacy zaskakujący
akceptowac akceptować
aktorka aktorką
burza burzą
czulosc czułość
dobierac dobierać
dojrzalej dojrzałej
gluche głuche
kartka kartką
koniunkture koniunkturę
obejma obejmą
planowana planowaną
prawidlowych prawidłowych
przejsciowego przejściowego
ratowal ratował
seksualnosci seksualności
splat spłat
swinia świnia
wiozl wiózł
wspolrzedne współrzędne
wyscie wyście
zastepcze zastępcze
zniwa żniwa
bagaznika bagażnika
baltyk bałtyk
ekranow ekranów
faktyczna faktyczną
lataja latają
lsniace lśniące
nabierac nabierać
nieporownywalnie nieporównywalnie
pek pęk
progow progów
ryknal ryknął
siegam sięgam
slyszalo słyszało
spoznil spóźnił
smiertelna śmiertelną
umozliwila umożliwiła
zastala zastała
zaby żaby
cbs cbś
czlowieczenstwa człowieczeństwa
czulismy czuliśmy
dziekowal dziękował
galka gałka
inwestujacych inwestujących
inwestycyjna inwestycyjną
koscia kością
lancuchow łańcuchów
mlodzienca młodzieńca
nadajace nadające
nawiazala nawiązała
odprowadzic odprowadzić
powiescia powieścią
sprzyjaly sprzyjały
trendow trendów
zamet zamęt
galeziach gałęziach
kladziemy kładziemy
koncentracje koncentrację
ksiegarniach księgarniach
minuta minutą
osiagnieciami osiągnięciami
ozywil ożywił
posypac posypać
przedluzeniem przedłużeniem
przegladarek przeglądarek
przekroczylo przekroczyło
przestalam przestałam
przestawal przestawał
spadac spadać
spalem spałem
uciazliwych uciążliwych
udostepniac udostępniać
wyczytac wyczytać
wyzszymi wyższymi
zapadna zapadną
zdazymy zdążymy
zlom złom
zmyslow zmysłów
zyjacego żyjącego
brzmiace brzmiące
dobroc dobroć
dzieciecym dziecięcym
kontrahentow kontrahentów
ogorki ogórki
okresl określ
pojedynkow pojedynków
przepracowal przepracował
przeszkodzilo przeszkodziło
przysunal przysunął
rozpoznawac rozpoznawać
samorzadowi samorządowi
sluzyli służyli
zylismy żyliśmy
zyta żyta
blyskawica błyskawica
lekcewazy lekceważy
nauczyly nauczyły
poruszala poruszała
przeksztalcania przekształcania
przerobic przerobić
rozroznic rozróżnić
rowiesnikami rówieśnikami
rurociagu rurociągu
szkolic szkolić
swiatow światów
uksztaltowania ukształtowania
wlaczono włączono
wystarczaja wystarczają
zagrazac zagrażać
zaspiewac zaśpiewać
zlamane złamane
zmniejszac zmniejszać
zyskalo zyskało
czastka cząstka
decydujacej decydującej
gejow gejów
glosowan głosowań
jagiellonskiego jagiellońskiego
kapitalowy kapitałowy
klocic kłócić
lezacym leżącym
nachylil nachylił
przytomnosci przytomności
rozwazajac rozważając
tworcza twórczą
uklon ukłon
uplynie upłynie
ustawila ustawiła
wplata wpłata
zaangazowana zaangażowana
zacisnela zacisnęła
zamiescic zamieścić
czynie czynię
glaz głaz
imponujace imponujące
imponujacy imponujący
konwoj konwój
konskie końskie
mnozyc mnożyć
oplacalnosc opłacalność
plaga plagą
pociagniecie pociągnięcie
podawala podawała
pozarnych pożarnych
przyczynia przyczynią
rozumiala rozumiała
sluzbowym służbowym
tlusty tłusty
wiecznosc wieczność
wiedzmin wiedźmin
wize wizę
wyposazeni wyposażeni
wyrazilem wyraziłem
zameldowal zameldował
zapasci zapaści
zebach zębach
zminimalizowac zminimalizować
zrobilby zrobiłby
argumentowal argumentował
dyplomatow dyplomatów
konieczna konieczną
marzyla marzyła
mistrzynia mistrzynią
mysliwych myśliwych
nadlesnictwie nadleśnictwie
odnalazlem odnalazłem
odprawe odprawę
pozwalajacym pozwalającym
przedszkolakow przedszkolaków
srodzie środzie
uplynely upłynęły
ustawodawce ustawodawcę
wplywami wpływami
wrogosci wrogości
wskazujacych wskazujących
wspolczynniki współczynniki
wywolana wywołana
zawieralo zawierało
zwyciezy zwycięży
brzek brzęk
gazociagu gazociągu
kaminska kamińska
kapiele kąpiele
mowiles mówiłeś
nadlesniczy nadleśniczy
najdrozszy najdroższy
nawrocenia nawrócenia
niewaznosc nieważność
podalo podało
pozniejsza późniejsza
siedzaca siedząca
sluzbowa służbową
trojkata trójkąta
wcielil wcielił
wspoltworca współtwórca
wystepami występami
wywiazac wywiązać
wywolywaly wywoływały
zarzadzic zarządzić
zbiezne zbieżne
ziec zięć
zlymi złymi
zwiekszonej zwiększonej
zyjacym żyjącym
aktualnosci aktualności
chrzescijanin chrześcijanin
domyslil domyślił
dostrzegajac dostrzegając
doszukac doszukać
dyscyplina dyscypliną
odwolawczej odwoławczej
oswiadczeniem oświadczeniem
podrecznikach podręcznikach
pozostajacy pozostający
rekompensate rekompensatę
rybakow rybaków
siedzacej siedzącej
sierzanta sierżanta
sprzedawala sprzedawała
stokroc stokroć
sciga ściga
slubow ślubów
ubieglej ubiegłej
wrazliwych wrażliwych
kawa kawą
objasnia objaśnia
patrzylismy patrzyliśmy
plonace płonące
powiekszyl powiększył
przerazajace przerażające
przesunela przesunęła
przesladowania prześladowania
przybywaja przybywają
rozdzielic rozdzielić
rywalizuja rywalizują
spelniony spełniony
walu wału
wykonalismy wykonaliśmy
wyloni wyłoni
wyodrebnienie wyodrębnienie
wystawiajac wystawiając
zalatwiaja załatwiają
zamienily zamieniły
dochodze dochodzę
donosza donoszą
konczyny kończyny
modla modlą
nakazac nakazać
obawialem obawiałem
obracac obracać
odgrywaly odgrywały
ogrodka ogródka
okregowe okręgowe
olowkiem ołówkiem
pedow pędów
pojedynke pojedynkę
posadzil posadził
powiedzielismy powiedzieliśmy
polkuli półkuli
pragnacy pragnący
preferuja preferują
spacerow spacerów
tarcze tarczę
ukonczyc ukończyć
wernisazu wernisażu
wspial wspiął
zatrzec zatrzeć
zmierzajaca zmierzającą
znikniecie zniknięcie
atmosfera atmosferą
cnot cnót
dawalem dawałem
dobiegla dobiegła
domyslac domyślać
elastycznosci elastyczności
ewentualnosc ewentualność
gieldowy giełdowy
konczyli kończyli
naruszyc naruszyć
odsylam odsyłam
oglosilo ogłosiło
opisujace opisujące
oplacenia opłacenia
porownal porównał
poruszajace poruszające
powracaja powracają
pozwalajacej pozwalającej
przytomnosc przytomność
skoczyla skoczyła
skorki skórki
slowacy słowacy
zbiorek zbiórek
dolina doliną
dopuszczajac dopuszczając
dziewietnascie dziewiętnaście
jakaz jakaż
konce końce
mieszkajace mieszkające
mnogosc mnogość
mogacy mogący
nastepujacymi następującymi
odcien odcień
pacha pachą
petle pętlę
porzadkowe porządkowe
potrzebujacym potrzebującym
przejetych przejętych
starcow starców
szukajacy szukający
tracila traciła
wyjasnione wyjaśnione
zapowiadala zapowiadała
zeznawal zeznawał
burknal burknął
ciagnik ciągnik
dabrowskiej dąbrowskiej
dazeniem dążeniem
elblagu elblągu
fakture fakturę
groznej groźnej
note notę
parkingow parkingów
poloz połóż
przekraczal przekraczał
ratujac ratując
swiadczylo świadczyło
wiodl wiódł
wyciagnieta wyciągniętą
zaliczaja zaliczają
zarzucal zarzucał
zastepuja zastępują
znalazlby znalazłby
zniecheca zniechęca
zupelne zupełne
deske deskę
dorote dorotę
elektronow elektronów
furore furorę
homoseksualistow homoseksualistów
japonskim japońskim
katedre katedrę
ksiegowosci księgowości
kusza kuszą
macierzynstwa macierzyństwa
majatkow majątków
mogily mogiły
naczelna naczelną
napisalismy napisaliśmy
niepodleglego niepodległego
odniose odniosę
planuje planuję
przyslali przysłali
sluzacej służącej
sluzacym służącym
sluzbom służbom
swiecenia święcenia
uzbroic uzbroić
wkolo wkoło
wydarzyla wydarzyła
wyglaszal wygłaszał
wystarczalo wystarczało
zachorowal zachorował
zamieszkuja zamieszkują
zwyklo zwykło
falszowanie fałszowanie
myla mylą
najmlodszego najmłodszego
nieznajomosc nieznajomość
otwieraly otwierały
pobieglem pobiegłem
podstawowek podstawówek
przenosnych przenośnych
przywiazuja przywiązują
rownorzedne równorzędne
slowniku słowniku
slyszales słyszałeś
spiewaly śpiewały
tescie teście
trudnoscia trudnością
ulegalo ulegało
utworzyly utworzyły
wlaczaja włączają
wplacil wpłacił
wyslana wysłana
zabiegaja zabiegają
zakladke zakładkę
zdolano zdołano
zetknalem zetknąłem
ciagi ciągi
dluzne dłużne
dzierzoniow dzierżoniów
gotowce gotówce
jedrzej jędrzej
kamienice kamienicę
kupowala kupowała
marynarke marynarkę
mineli minęli
odrozniac odróżniać
odstepstwo odstępstwo
ograniczala ograniczała
pobudzic pobudzić
pocalowala pocałowała
skarga skargą
sciagnela ściągnęła
smialy śmiały
swiadczacy świadczący
wpatrywala wpatrywała
wspolnosci wspólności
zwolanie zwołanie
administratorow administratorów
debica dębica
mieszanke mieszankę
niedopelnienie niedopełnienie
niedoskonalosci niedoskonałości
okreslaniu określaniu
orzekajacy orzekający
oskarzyciel oskarżyciel
ostrozny ostrożny
oszacowal oszacował
plonow plonów
powiodla powiodła
spoczywal spoczywał
spotykala spotykała
sprzyjalo sprzyjało
trupow trupów
upadlosciowego upadłościowego
wezlow węzłów
wypelni wypełni
zakaznych zakaźnych
zamordowal zamordował
zaspiewa zaśpiewa
znizek zniżek
zupelnego zupełnego
zwloke zwłokę
zuzlowcy żużlowcy
chlopskie chłopskie
chwilke chwilkę
deklaracja deklaracją
lisciach liściach
malzenstwem małżeństwem
niezyjacego nieżyjącego
oslep oślep
posiedziec posiedzieć
polwyspie półwyspie
przedsiebiorstwom przedsiębiorstwom
